-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2021 
Location: Latitude  -54.8093   Longitude -68.3337 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 268.93 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2M_RANGE              MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
WS2M_RANGE             MERRA-2 Wind Speed at 2 Meters Range (m/s) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
-END HEADER-
YEAR,DOY,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,T2M,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WD2M
2020,188,13.34,15.61,-5.23,3.22,-3.15,-6.37,2.44,97.0,0.13,98.83,2.15,3.18,1.46,1.72,312.81
2020,189,4.3,15.82,-0.6,6.2,1.65,-4.56,3.6,96.62,0.56,97.57,6.44,7.45,3.69,3.77,9.75
2020,190,5.83,15.42,0.83,4.8,2.17,-2.63,4.09,97.44,0.92,96.04,5.93,7.89,3.35,4.54,117.12
2020,191,9.09,15.68,-2.68,3.85,-1.08,-4.93,3.11,97.5,1.31,95.4,3.46,4.66,2.29,2.38,256.19
2020,192,8.15,16.18,-2.96,5.27,-0.24,-5.51,2.99,96.31,0.36,95.34,2.28,2.62,1.91,0.71,321.25
2020,193,12.41,16.2,-1.88,4.0,0.47,-3.54,3.3,97.12,0.61,95.9,2.66,3.84,1.88,1.98,239.62
2020,194,10.87,16.62,-0.84,2.89,0.95,-1.94,3.48,94.5,2.71,96.94,3.57,6.24,2.45,3.8,234.44
2020,195,11.3,16.99,-1.52,3.97,-0.45,-4.42,3.23,93.88,4.04,97.79,5.05,6.99,2.16,4.84,223.44
2020,196,8.72,17.61,-4.6,5.58,-2.68,-8.26,2.56,96.19,2.09,97.97,1.79,3.59,0.72,2.88,270.19
2020,197,15.75,17.83,-3.98,6.64,-1.17,-7.81,2.56,90.38,0.45,98.41,1.41,2.46,0.3,2.16,199.06
2020,198,16.78,18.41,-4.57,5.13,-1.74,-6.88,2.62,98.56,0.34,98.39,2.36,2.98,2.14,0.84,277.62
2020,199,15.96,18.62,-3.64,4.52,-1.2,-5.72,2.81,96.69,0.68,98.07,1.83,2.48,0.95,1.53,219.0
2020,200,11.43,18.86,-3.41,2.58,-1.63,-4.21,2.62,89.69,0.77,98.49,1.87,2.34,1.09,1.25,107.81
2020,201,13.42,19.53,-4.02,4.71,-2.0,-6.72,2.32,85.12,0.2,99.37,1.23,1.9,0.62,1.27,199.31
2020,202,17.89,19.91,-7.68,4.62,-4.69,-9.32,2.01,99.06,0.01,99.92,2.23,2.76,1.88,0.87,272.88
2020,203,15.94,20.47,-6.4,5.05,-3.13,-8.18,2.26,98.12,0.02,99.94,2.59,3.27,2.02,1.25,283.38
2020,204,12.07,20.93,-4.21,5.19,-1.61,-6.8,2.62,96.5,0.01,99.2,3.16,4.27,2.55,1.7,289.56
2020,205,7.8,21.14,1.16,4.01,2.25,-1.75,3.85,90.38,1.24,97.47,6.26,8.17,3.91,4.26,286.19
2020,206,9.5,21.84,-1.2,8.57,1.49,-7.08,3.17,86.75,2.75,96.06,5.66,7.7,2.98,4.72,242.12
2020,207,15.2,22.15,-3.85,5.33,-1.92,-7.24,2.56,88.44,1.44,96.64,3.88,5.2,2.97,2.23,227.88
2020,208,13.35,22.77,-1.03,2.99,0.33,-2.67,3.3,90.62,2.77,96.38,5.78,6.92,4.44,2.48,240.38
2020,209,14.78,23.28,-0.57,3.67,1.39,-2.28,3.23,85.44,1.95,97.2,8.3,10.71,5.44,5.27,235.31
2020,210,15.62,23.8,-0.63,1.77,0.19,-1.58,3.23,88.06,1.77,97.46,7.1,9.09,4.41,4.67,237.38
2020,211,17.84,23.82,0.84,3.05,1.58,-1.45,3.78,91.69,1.4,97.45,5.34,6.41,2.74,3.67,249.31
2020,212,16.83,25.18,-2.02,6.59,0.78,-5.81,3.05,91.94,0.46,97.82,1.84,3.28,0.5,2.79,145.62
2020,213,10.27,25.7,-0.0,4.95,1.71,-3.24,3.78,96.69,0.72,97.42,6.0,9.07,3.39,5.68,13.75
2020,214,11.95,26.43,0.62,3.91,1.95,-1.95,4.03,96.06,3.58,95.49,4.41,9.6,1.76,7.84,184.94
2020,215,19.63,26.73,0.37,4.64,2.53,-2.11,3.78,93.94,0.62,96.31,3.82,6.76,1.91,4.85,248.0
2020,216,17.21,27.48,1.74,3.63,4.01,0.37,4.15,91.38,0.05,95.88,7.41,11.34,3.78,7.56,231.44
2020,217,13.16,28.09,1.08,3.71,2.96,-0.75,3.97,92.69,0.01,96.67,6.62,7.73,5.6,2.13,343.88
2020,218,13.8,29.05,-0.16,2.85,1.08,-1.77,3.72,95.25,3.45,96.18,4.24,6.59,2.23,4.37,259.69
2020,219,11.23,29.1,-1.23,4.78,0.87,-3.91,3.48,96.12,0.43,96.12,4.45,6.94,2.24,4.69,305.06
2020,220,14.05,30.14,-0.03,4.69,2.51,-2.19,3.54,90.44,0.63,96.71,5.02,7.57,2.22,5.35,292.06
2020,221,17.38,30.77,-0.74,4.71,1.49,-3.23,3.54,95.06,0.72,96.72,3.34,5.66,1.87,3.78,287.31
2020,222,7.63,31.57,-1.07,5.35,1.33,-4.01,3.42,94.31,1.71,96.29,4.55,8.01,1.95,6.05,321.25
2020,223,13.16,32.09,-2.31,3.61,-0.7,-4.32,2.93,90.0,2.85,95.96,5.02,7.28,2.19,5.09,285.62
2020,224,15.05,33.59,-1.62,4.97,0.85,-4.12,3.23,91.81,3.81,95.38,3.72,7.67,1.9,5.77,273.19
2020,225,24.16,33.8,-2.04,4.2,-0.17,-4.37,2.99,89.25,1.31,95.78,4.09,4.94,3.31,1.62,218.69
2020,226,23.77,35.33,-2.92,3.57,-0.91,-4.47,2.75,88.31,0.72,96.48,4.28,6.45,2.43,4.02,235.75
2020,227,18.51,36.01,-4.31,6.19,-1.43,-7.62,2.62,93.56,0.03,95.96,3.22,4.71,2.29,2.43,332.88
2020,228,12.19,36.7,-2.66,5.62,0.43,-5.18,3.05,94.19,3.31,94.2,4.93,9.83,2.74,7.09,283.56
2020,229,21.59,37.42,-0.45,4.58,1.13,-3.45,3.54,91.44,4.27,94.84,6.79,10.07,1.52,8.56,231.75
2020,230,20.07,37.82,-1.43,2.8,-0.08,-2.88,3.36,94.5,4.62,95.16,3.17,5.86,1.46,4.4,122.56
2020,231,28.84,38.93,-2.35,5.06,-0.38,-5.43,2.93,90.12,1.6,97.78,5.69,8.18,2.58,5.6,237.75
2020,232,21.82,39.84,0.65,7.38,2.58,-4.79,3.91,94.56,5.34,97.4,6.2,8.38,3.47,4.91,282.25
2020,233,23.21,41.88,1.3,0.95,1.89,0.94,4.03,94.0,2.44,97.26,3.73,6.11,1.62,4.49,267.25
2020,234,22.38,42.15,2.13,3.16,3.42,0.26,4.27,93.12,0.93,96.16,5.2,7.34,2.15,5.19,306.25
2020,235,16.21,43.32,1.12,4.26,3.02,-1.24,3.97,90.81,1.2,95.09,6.23,11.77,1.49,10.28,232.0
2020,236,24.46,44.18,-1.22,4.47,0.71,-3.77,3.11,86.62,1.41,95.86,5.12,8.27,3.45,4.83,300.19
2020,237,31.23,45.05,-2.4,3.57,-0.98,-4.55,2.81,88.12,1.04,97.74,4.16,6.04,2.38,3.66,253.69
2020,238,22.32,46.2,-0.02,5.7,2.73,-2.97,3.42,88.62,0.21,97.91,4.87,5.72,3.54,2.18,319.19
2020,239,18.58,47.89,-0.38,5.03,2.37,-2.67,3.6,93.81,0.59,96.58,3.45,4.98,1.65,3.33,328.62
2020,240,23.1,48.34,-0.92,5.0,1.68,-3.32,3.3,89.81,0.32,95.3,5.0,7.33,1.84,5.5,317.81
2020,241,18.67,48.9,-2.01,5.97,0.88,-5.09,2.99,88.69,4.74,95.4,6.82,10.27,2.41,7.85,247.5
2020,242,12.37,50.62,-2.17,6.41,0.98,-5.43,2.99,88.5,6.94,96.15,6.95,9.62,3.47,6.15,236.75
2020,243,25.37,51.74,-4.51,2.27,-3.1,-5.37,2.2,83.56,4.25,98.14,7.43,9.46,4.99,4.47,214.0
2020,244,29.67,50.32,-1.03,5.28,1.28,-4.01,3.3,91.62,1.5,98.82,4.7,6.6,2.34,4.26,253.38
2020,245,27.36,51.88,0.24,3.16,2.05,-1.12,3.66,92.75,0.08,98.63,2.66,4.62,1.95,2.66,295.56
2020,246,16.72,55.7,0.57,2.76,1.7,-1.06,3.85,93.56,3.23,97.23,1.19,1.95,0.55,1.39,319.12
2020,247,28.66,56.53,0.51,1.86,1.1,-0.77,3.97,97.69,6.6,96.94,1.38,2.02,0.97,1.05,180.25
2020,248,27.38,57.53,0.07,5.27,2.86,-2.41,3.6,92.56,0.28,98.12,2.51,3.87,0.85,3.02,222.12
2020,249,17.11,58.43,0.9,2.7,2.18,-0.52,3.91,94.62,0.32,97.8,5.76,7.92,4.02,3.91,215.94
2020,250,41.73,59.88,1.18,4.06,3.7,-0.35,3.85,90.44,0.21,97.72,3.69,6.35,1.7,4.65,289.38
2020,251,26.14,60.27,1.77,4.01,3.87,-0.13,4.21,95.0,0.29,96.96,2.87,4.36,1.72,2.64,177.19
2020,252,34.59,62.29,1.82,6.02,5.41,-0.6,4.15,91.5,0.1,95.45,3.41,5.2,2.15,3.05,297.56
2020,253,43.75,63.08,2.33,4.92,5.29,0.37,4.09,88.19,0.34,96.37,4.7,7.55,2.54,5.02,275.44
2020,254,33.46,64.45,3.02,6.46,6.99,0.53,4.52,90.94,0.47,95.35,6.38,8.33,1.68,6.65,182.44
2020,255,45.1,65.59,1.76,4.78,4.48,-0.3,3.78,84.62,0.3,95.58,3.84,5.72,2.41,3.3,192.38
2020,256,41.11,66.95,1.94,5.33,5.17,-0.16,4.03,87.5,2.39,95.01,2.41,5.71,1.05,4.66,202.62
2020,257,39.52,67.65,2.43,5.71,5.31,-0.4,4.03,86.5,1.98,96.49,5.92,10.9,2.12,8.78,301.31
2020,258,40.31,70.59,3.63,4.87,5.97,1.09,4.27,82.19,1.56,95.05,8.11,9.96,6.81,3.15,299.12
2020,259,40.95,71.02,-0.24,2.54,1.01,-1.52,3.05,79.38,1.59,96.83,6.72,8.7,2.95,5.74,251.69
2020,260,26.23,73.24,0.09,3.05,1.83,-1.24,3.42,85.25,0.56,95.15,6.63,9.36,3.09,6.27,286.88
2020,261,41.35,74.2,-0.11,4.73,2.37,-2.35,3.23,79.56,4.66,94.15,10.22,12.5,5.17,7.33,257.31
2020,262,32.63,75.28,-0.52,4.08,1.32,-2.76,3.17,84.06,5.12,96.4,10.68,12.46,8.87,3.59,234.0
2020,263,37.2,76.34,0.98,1.98,1.79,-0.19,3.54,84.06,4.03,97.75,9.57,10.76,6.45,4.3,224.5
2020,264,45.55,77.3,2.3,6.8,5.15,-1.66,4.21,90.75,0.41,98.1,3.65,5.73,2.16,3.58,277.81
2020,265,35.23,79.18,2.81,2.82,4.65,1.83,4.64,96.75,2.19,96.79,3.06,3.93,1.91,2.02,309.69
2020,266,49.61,80.46,3.05,3.89,5.32,1.44,4.39,89.44,0.96,96.18,3.96,6.28,1.74,4.54,294.19
2020,267,38.01,82.52,4.65,6.33,8.01,1.69,4.76,86.31,0.46,96.14,7.2,10.55,3.74,6.8,310.44
2020,268,32.73,83.86,3.65,6.05,7.05,1.01,4.33,83.25,1.33,95.69,7.63,11.0,4.53,6.47,298.06
2020,269,36.52,85.62,5.12,5.89,8.23,2.35,4.58,80.38,0.43,96.25,7.74,9.51,5.64,3.88,299.69
2020,270,53.8,86.02,2.4,3.68,3.78,0.1,3.72,79.81,0.8,96.56,7.27,9.34,4.2,5.13,274.81
2020,271,25.23,87.86,1.83,4.15,3.9,-0.25,4.09,90.31,2.59,96.28,5.59,9.27,2.9,6.37,300.88
2020,272,55.79,89.35,-0.53,3.15,0.79,-2.37,2.99,79.5,1.59,96.42,4.57,5.97,2.71,3.26,231.69
2020,273,40.35,90.62,-0.74,3.08,0.74,-2.34,3.11,83.06,0.97,95.68,5.2,7.26,2.67,4.59,293.69
2020,274,43.1,92.07,-1.55,3.3,-0.01,-3.31,3.05,86.31,9.21,95.57,7.34,11.29,2.77,8.51,219.94
2020,275,58.04,93.63,-3.06,2.45,-1.85,-4.28,2.44,81.62,5.5,98.38,6.64,8.7,4.52,4.18,195.94
2020,276,48.3,94.62,-0.42,4.91,1.61,-3.31,3.11,84.38,0.64,98.78,5.41,6.49,4.67,1.82,271.12
2020,277,63.03,96.32,3.0,5.1,5.71,0.61,4.33,89.12,1.4,97.43,6.15,7.94,2.95,4.98,302.81
2020,278,47.5,97.95,3.87,6.27,7.3,1.03,4.64,88.75,1.05,96.29,5.4,6.77,3.41,3.38,316.69
2020,279,47.12,100.21,3.54,6.62,7.47,0.85,4.46,86.69,0.63,95.22,5.72,8.11,3.84,4.27,322.81
2020,280,78.67,102.11,1.76,4.16,3.5,-0.66,3.72,83.12,0.69,95.4,6.44,8.79,2.61,6.18,264.31
2020,281,61.2,101.1,1.45,5.05,4.3,-0.75,3.66,83.75,0.55,96.31,4.06,6.77,1.8,4.97,284.12
2020,282,62.55,103.84,3.24,6.99,7.06,0.06,4.46,89.5,0.47,96.4,3.48,5.85,1.76,4.09,296.75
2020,283,56.54,104.73,3.73,8.09,8.37,0.27,4.64,89.12,1.93,95.89,6.23,7.95,3.08,4.88,299.25
2020,284,52.84,106.25,4.33,7.05,7.24,0.19,4.46,81.81,1.21,95.97,8.05,10.57,4.7,5.87,297.88
2020,285,82.75,109.28,5.11,6.23,8.56,2.33,4.64,81.62,0.25,96.07,7.08,9.34,4.89,4.45,288.44
2020,286,28.59,109.88,4.51,6.77,7.19,0.43,4.94,89.12,1.7,95.33,5.88,8.08,3.24,4.84,286.56
2020,287,60.16,111.81,3.95,3.48,5.53,2.05,4.39,81.88,1.63,94.15,7.22,9.43,4.84,4.59,293.62
2020,288,68.33,112.22,4.47,5.2,6.98,1.78,4.39,81.06,2.47,96.2,8.34,10.33,4.52,5.8,294.44
2020,289,79.16,114.65,6.3,4.87,8.71,3.84,4.94,79.88,0.94,95.9,8.66,9.98,6.38,3.59,292.88
2020,290,53.48,114.68,3.49,6.16,5.96,-0.2,4.15,81.5,0.82,96.33,5.56,6.84,2.69,4.16,281.12
2020,291,53.63,116.48,2.6,7.54,6.86,-0.68,4.09,86.56,6.28,96.01,4.98,7.96,1.83,6.13,212.5
2020,292,72.52,118.24,3.08,6.62,5.98,-0.63,4.15,83.12,0.6,94.75,4.37,5.75,3.02,2.73,275.12
2020,293,75.41,120.2,1.48,3.9,3.34,-0.56,3.78,86.31,4.93,95.98,8.39,11.28,4.32,6.96,241.5
2020,294,70.8,115.75,2.62,5.78,5.67,-0.11,3.72,80.38,0.44,98.36,4.34,6.37,1.34,5.03,266.56
2020,295,57.46,121.03,5.01,8.48,9.54,1.06,4.52,81.5,1.0,97.51,5.64,6.65,3.23,3.42,334.62
2020,296,83.8,124.05,5.29,6.36,8.01,1.65,4.7,83.62,0.27,97.24,4.09,6.54,2.2,4.33,272.81
2020,297,115.21,126.14,3.19,6.49,6.73,0.23,3.97,81.75,0.5,97.93,2.55,3.69,1.2,2.49,198.19
2020,298,38.52,124.73,3.94,7.41,8.15,0.75,4.39,85.56,0.44,97.9,3.66,4.52,1.79,2.73,239.38
2020,299,94.23,127.84,5.63,10.35,10.41,0.06,4.76,82.56,0.2,96.85,1.6,2.82,0.41,2.41,186.38
2020,300,100.25,131.05,6.13,8.68,10.78,2.11,4.82,79.31,0.55,95.37,4.87,6.8,1.79,5.01,265.31
2020,301,106.15,130.66,3.88,6.05,6.73,0.68,3.97,76.0,1.03,95.12,3.72,5.12,2.46,2.66,293.12
2020,302,97.23,132.7,3.8,4.83,6.02,1.2,4.09,78.56,1.2,96.25,8.4,9.8,6.23,3.56,259.88
2020,303,87.77,132.43,5.27,4.13,7.39,3.26,4.7,82.56,2.39,97.35,7.62,10.19,3.79,6.4,262.75
2020,304,81.58,134.17,6.58,4.87,8.83,3.97,5.49,87.69,1.5,97.5,5.62,7.5,2.71,4.79,272.25
2020,305,65.02,135.24,8.06,8.41,12.8,4.38,5.86,86.38,2.41,98.14,2.11,3.28,1.07,2.21,313.38
2020,306,60.41,134.75,9.35,9.88,14.01,4.13,6.41,85.81,2.09,98.04,2.53,4.16,1.23,2.93,281.88
2020,307,108.47,136.84,9.61,7.66,13.48,5.83,5.98,79.44,0.24,97.96,0.95,1.65,0.64,1.01,214.69
2020,308,60.3,134.89,7.75,9.58,12.91,3.33,5.25,79.75,0.02,98.12,2.81,4.78,0.94,3.84,132.62
2020,309,111.89,133.3,8.98,12.27,15.05,2.79,5.68,78.38,0.04,97.12,2.48,4.63,0.25,4.38,282.06
2020,310,78.41,141.95,5.03,5.48,7.09,1.62,4.76,84.12,0.8,97.12,5.77,8.42,3.45,4.97,223.0
2020,311,111.37,142.01,6.46,9.98,10.45,0.47,4.46,73.25,0.08,97.77,4.46,6.43,2.7,3.72,305.44
2020,312,66.25,144.04,8.44,6.27,11.48,5.22,5.8,81.62,0.51,96.72,7.39,10.01,5.72,4.29,320.19
2020,313,86.52,146.08,6.06,8.09,9.41,1.33,4.33,71.81,0.22,96.81,8.45,10.41,6.05,4.36,274.81
2020,314,84.66,145.82,4.4,7.41,8.07,0.65,3.78,71.62,0.18,97.37,6.08,8.18,3.27,4.91,282.81
2020,315,115.6,147.91,7.73,9.8,12.65,2.86,5.19,77.62,0.13,97.75,4.23,6.55,2.29,4.27,284.0
2020,316,79.35,147.97,10.18,9.27,15.32,6.05,6.84,85.5,4.1,96.94,4.13,5.23,2.79,2.44,319.25
2020,317,68.74,149.92,8.24,7.0,11.67,4.67,5.68,80.88,1.11,96.58,5.1,6.82,1.93,4.89,320.31
2020,318,65.41,151.75,5.37,5.93,8.33,2.4,4.46,77.12,0.77,95.9,6.39,9.45,4.56,4.88,304.0
2020,319,92.09,152.12,3.39,4.3,5.44,1.13,3.91,77.5,2.86,96.08,7.06,8.79,5.27,3.52,278.94
2020,320,121.54,153.27,5.28,4.62,7.56,2.94,4.21,73.5,0.49,96.02,9.59,11.73,6.23,5.49,263.38
2020,321,119.07,154.48,5.69,4.32,7.5,3.18,4.52,76.88,0.4,96.74,9.83,12.02,6.05,5.97,254.31
2020,322,99.68,154.64,6.51,3.83,8.65,4.83,5.37,87.06,1.82,97.32,6.4,8.1,4.63,3.48,253.56
2020,323,87.54,155.41,9.69,6.54,12.73,6.18,6.47,84.0,0.21,97.38,6.23,7.61,4.74,2.87,278.0
2020,324,90.04,157.76,8.27,4.57,10.29,5.72,5.8,82.81,2.33,96.87,4.48,6.59,1.78,4.81,280.25
2020,325,96.95,158.53,8.77,6.09,11.53,5.44,6.04,83.44,1.2,96.68,2.66,4.55,0.7,3.84,268.44
2020,326,100.86,158.58,10.37,8.89,15.5,6.6,6.53,81.06,1.73,96.13,2.4,5.0,0.3,4.69,237.62
2020,327,109.91,160.84,8.04,6.74,11.37,4.63,5.07,73.5,0.5,95.96,3.37,6.06,0.13,5.93,256.88
2020,328,95.6,161.57,5.7,7.37,9.52,2.15,4.7,78.44,2.67,95.47,4.22,8.52,1.3,7.22,241.12
2020,329,99.41,162.39,4.99,6.73,8.07,1.33,4.27,76.19,0.98,95.83,4.77,7.49,1.59,5.91,284.19
2020,330,85.85,162.68,4.69,4.68,6.84,2.16,4.58,82.69,2.72,95.98,2.05,3.19,1.0,2.2,280.38
2020,331,91.23,163.52,5.69,6.45,8.19,1.74,4.94,81.75,2.72,95.07,5.54,7.56,3.7,3.87,284.38
2020,332,105.88,165.22,4.53,4.52,6.48,1.96,4.21,75.19,3.09,94.25,7.52,9.57,6.06,3.51,284.69
2020,333,93.63,166.62,3.97,4.59,6.21,1.62,3.97,75.69,1.63,95.45,6.85,8.0,5.75,2.26,282.25
2020,334,88.16,167.72,5.87,6.44,8.76,2.33,4.58,76.69,1.33,95.99,7.28,9.12,4.87,4.26,277.25
2020,335,93.3,168.49,7.26,6.03,10.19,4.16,4.88,73.19,0.79,95.25,7.65,9.44,4.92,4.52,284.06
2020,336,106.0,168.95,3.48,4.87,5.45,0.59,3.78,74.38,1.7,95.24,6.59,8.89,4.69,4.21,266.31
2020,337,107.62,170.38,3.16,6.96,7.08,0.13,3.97,79.94,3.22,95.74,6.41,8.33,4.5,3.84,264.62
2020,338,104.53,169.29,2.69,5.04,4.96,-0.08,3.72,78.44,2.66,97.3,7.02,8.48,5.76,2.72,239.12
2020,339,115.06,167.75,7.02,6.75,9.77,3.02,5.25,82.19,0.37,97.8,6.61,8.45,4.56,3.89,265.25
2020,340,78.81,168.62,9.83,5.09,12.37,7.28,6.47,82.88,1.24,97.32,5.98,7.69,3.87,3.83,286.12
2020,341,83.63,169.48,10.01,5.4,12.89,7.48,6.84,86.12,3.19,96.72,4.41,5.77,2.95,2.83,275.38
2020,342,113.41,170.34,9.03,8.14,13.69,5.55,5.8,79.81,0.63,97.06,2.55,3.92,1.39,2.54,199.06
2020,343,41.98,156.38,10.2,6.47,12.95,6.48,7.26,90.81,4.51,97.28,2.55,4.49,0.71,3.78,219.88
2020,344,104.52,167.48,8.25,5.11,9.9,4.8,5.92,84.44,2.19,97.38,2.38,4.3,0.15,4.15,188.62
2020,345,107.95,170.11,9.59,9.28,13.8,4.52,5.92,78.31,1.23,96.38,2.53,3.93,0.69,3.24,320.38
2020,346,79.87,172.58,8.44,8.08,11.6,3.51,5.8,80.81,1.63,95.06,3.67,6.41,1.19,5.22,309.62
2020,347,117.38,171.46,4.83,4.49,7.17,2.68,4.09,73.06,0.95,95.39,5.7,8.7,2.06,6.63,262.88
2020,348,111.23,173.57,5.62,6.3,8.59,2.29,4.58,77.69,2.22,95.32,4.94,6.81,2.8,4.01,271.06
2020,349,105.36,171.79,2.4,3.25,4.11,0.86,3.66,78.44,6.15,95.71,7.38,9.02,5.58,3.44,231.62
2020,350,89.34,171.45,3.72,6.16,6.95,0.8,4.46,85.56,6.55,95.62,7.04,9.95,3.96,5.98,243.56
2020,351,94.8,173.43,5.78,6.45,9.46,3.01,4.76,80.06,2.67,95.89,6.92,9.41,5.59,3.83,258.5
2020,352,112.13,173.62,4.0,4.48,6.49,2.01,4.21,80.0,1.74,96.2,7.47,9.43,3.55,5.88,246.75
2020,353,108.83,174.07,5.03,6.48,8.6,2.12,4.27,76.81,0.98,96.9,3.34,4.77,0.34,4.45,229.75
2020,354,90.53,173.1,7.46,8.18,10.69,2.51,5.37,80.94,2.38,96.96,3.66,4.49,1.51,2.98,305.44
2020,355,81.17,174.01,8.73,8.34,12.89,4.54,5.68,77.31,1.34,96.16,6.77,9.19,3.19,6.01,301.06
2020,356,93.3,172.95,6.9,5.92,9.9,3.98,4.58,71.44,0.69,96.9,6.5,7.52,5.25,2.27,291.12
2020,357,108.29,173.56,7.69,5.93,11.13,5.2,4.7,70.12,0.59,96.0,5.8,7.23,3.09,4.15,305.94
2020,358,80.91,174.09,7.8,9.16,13.19,4.05,5.19,74.62,1.77,94.83,7.88,10.23,4.67,5.55,321.75
2020,359,115.02,173.1,7.34,5.34,9.74,4.4,4.46,67.31,0.62,95.92,7.27,8.38,6.19,2.2,297.38
2020,360,89.48,172.95,8.44,5.39,10.94,5.55,5.19,73.81,0.97,96.71,5.21,7.4,3.02,4.39,281.56
2020,361,122.9,172.58,9.95,8.71,13.9,5.19,5.74,74.19,0.34,96.52,5.68,8.27,1.84,6.43,259.44
2020,362,114.29,171.79,9.5,11.2,16.69,5.49,6.29,81.94,6.3,96.81,4.57,9.68,1.66,8.02,206.62
2020,363,119.04,172.91,8.34,6.81,11.94,5.12,5.37,77.19,1.99,97.66,1.71,2.15,0.73,1.42,246.12
2020,364,121.63,172.74,8.0,8.53,12.3,3.76,4.82,72.12,0.53,96.92,2.33,3.42,0.47,2.95,225.0
2020,365,74.58,173.45,7.45,8.7,11.47,2.76,5.0,76.06,1.07,96.55,3.68,4.39,2.69,1.71,290.0
2020,366,133.57,172.61,10.68,7.44,14.13,6.7,6.29,76.88,2.44,96.4,3.1,4.65,0.65,4.01,293.56
2021,1,59.94,171.83,11.77,6.28,14.9,8.62,7.2,80.31,1.26,96.1,5.19,7.13,2.09,5.05,309.56
2021,2,116.66,171.41,9.54,6.98,12.67,5.68,5.25,68.88,0.19,95.69,8.02,10.12,3.91,6.2,290.12
2021,3,114.19,171.79,6.51,5.15,9.02,3.87,4.64,75.19,1.76,96.63,5.41,6.98,3.82,3.16,273.0
2021,4,92.84,170.17,6.67,6.82,10.16,3.33,4.82,77.25,1.92,97.6,5.7,7.3,3.93,3.37,285.5
2021,5,108.02,170.68,9.35,7.76,12.9,5.15,5.55,75.12,0.18,97.72,4.58,6.22,1.74,4.48,298.25
2021,6,78.01,169.05,9.36,6.48,12.54,6.06,6.35,84.19,1.02,96.9,3.27,5.56,1.1,4.46,318.75
2021,7,108.91,170.47,8.56,8.06,12.43,4.37,5.31,74.75,0.85,96.5,4.38,6.33,1.88,4.45,292.75
2021,8,109.77,168.52,8.66,6.36,11.79,5.43,5.31,74.0,1.23,96.23,4.97,6.77,2.95,3.81,309.62
2021,9,118.98,166.16,8.12,5.76,10.73,4.97,5.07,73.06,1.19,95.35,2.91,5.98,1.49,4.49,209.31
2021,10,55.5,166.94,4.69,4.04,6.35,2.31,5.07,89.75,5.24,95.32,5.16,7.1,1.69,5.41,172.19
2021,11,86.24,165.66,4.46,3.91,6.18,2.28,4.33,79.94,2.67,96.18,5.0,6.28,2.95,3.34,268.75
2021,12,129.86,165.24,5.65,6.82,9.3,2.48,4.27,74.56,1.19,97.23,4.77,6.23,2.41,3.83,226.5
2021,13,77.21,163.85,8.31,10.81,13.01,2.19,5.43,77.81,1.69,97.56,4.75,6.41,2.29,4.11,295.12
2021,14,117.38,164.1,6.74,7.94,10.13,2.19,4.7,75.81,0.64,97.74,3.46,4.66,0.48,4.19,206.0
2021,15,82.05,164.6,8.79,10.6,12.75,2.15,6.1,83.62,0.32,97.99,1.77,3.41,0.59,2.83,220.5
2021,16,71.87,162.84,9.89,6.8,13.23,6.44,6.53,84.12,1.18,97.64,2.98,3.88,1.7,2.18,295.38
2021,17,52.44,162.81,8.42,5.48,10.95,5.48,5.8,81.56,3.94,96.61,3.88,8.07,2.15,5.92,308.25
2021,18,80.42,162.16,8.57,5.8,11.5,5.69,5.55,78.0,1.0,96.7,4.84,7.89,2.7,5.2,263.19
2021,19,119.06,159.83,10.5,9.32,14.83,5.51,5.8,71.88,0.12,97.34,3.97,5.97,2.82,3.15,278.5
2021,20,117.35,159.59,10.68,5.1,13.19,8.08,5.8,71.0,0.78,96.75,4.83,6.14,2.97,3.17,296.62
